id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
751,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)","6807","6618",606,1929.097778,2666.997559,15.19751,"أسفلت","Asphalt","Ασφαλτος","Asphalt","Asfalto","Asphalte","אספלט","डामर","Asfalto","アスファルト","아스팔트","Asfalt","Асфальт","Asfalto","Asfalt","沥青"
752,"Panels, boards, tiles, blocks and similar articles of vegetable fiber, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders","6808","6618",606,NULL,NULL,NULL,"الألياف النباتية المستخدمة، ولوحات لوحات، وكتل، والبلاط","Pflanzenfasern für Platten, Dielen, Fliesen, Blöcke verwendet","Φυτικές ίνες που χρησιμοποιούνται για πίνακες πίνακες,, πλακάκια, μπλοκ","Vegetable fiber used for panels, boards, tiles, blocks","Fibra vegetal utilizada para paneles, placas, losetas, bloques","Les fibres végétales utilisées pour les panneaux, planches, carreaux, blocs","ירקות סיבים המשמש לוחות, לוחות, אריחים, אבני","वनस्पति फाइबर पैनलों, बोर्डों, टाईल्स, ब्लॉक, के लिए प्रयोग किया जाता","Fibra vegetale usata per pannelli, pannelli, piastrelle, blocchi","パネル、ボード、タイル、ブロックに使用される植物繊維","패널, 보드, 타일, 블록에 사용되는 식물성 섬유","Plantaardige vezels gebruikt voor de panelen, platen, tegels, blokken","Растительные волокна, используемого для панелей, плит, плит, блоков","Fibra vegetal usada para painéis, placas, telhas, blocos","Paneller, levhalar, karolar, bloklar için kullanılan bitkisel lif","板，板，砖，块所使用的植物纤维"
753,"Articles of plaster or of compositions based on plaster","6809","6633",606,2202.42981,2440.965088,15.157959,"الجص المقالات","Gips Artikel","Άρθρα Γύψος","Plaster articles","Artículos de yeso","Articles en plâtre","טיח מאמרים","प्लास्टर लेख","Gesso articoli","石膏の記事","석고 기사","Gips artikelen","Штукатурка статьи","Artigos de gesso","Alçı makaleler","石膏制品"
754,"Articles of cement, of concrete or of artificial stone, whether or not reinforced","6810","6633",606,2373.766357,2455.080566,15.631348,"الاسمنت المقالات","Zement Artikel","Άρθρα Τσιμέντο","Cement articles","Artículos de cemento","Articles de ciment","מלט מאמרים","सीमेंट लेख","Cemento articoli","セメントの記事","시멘트 기사","Cement artikelen","Цемент статьи","Artigos de cimento","Çimento makaleler","水泥的文章"
755,"Articles of asbestos-cement, of cellulose fiber-cement or the like","6811","6618",606,NULL,NULL,NULL,"الأسمنت الأسبستي السليلوز أو الألياف الاسمنت","Asbestzement oder Cellulosezement","Αμιαντοτσιμέντο ή κυτταρίνης-τσιμέντου","Asbestos-cement or cellulose fiber-cement","El amianto-cemento o de fibra de celulosa-cemento","Amiante-ciment ou cellulose-ciment","אסבסט צמנט או תאית סיבים בטון","अदह सीमेंट या फाइबर सीमेंट सेलूलोज़","Amianto-cemento o cellulosa-cemento","石綿セメント又はセルロース繊維セメント","석면 - 시멘트 또는 셀룰로오스 섬유 시멘트","Asbest-cement of cellulosecement","Асбестоцементные или целлюлозных волокон, цемента","Cimento-amianto ou de celulose de fibra-cimento","Asbestli çimento veya selüloz lifli çimento","石棉水泥或纤维素纤维水泥"
756,"Fabricated asbestos fibers; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforc","6812","6638",606,NULL,NULL,NULL,"ألياف الأسبستوس","Asbestfasern","Οι ίνες του αμίαντου","Asbestos fibres","Las fibras de asbesto","Les fibres d'amiante","סיבי אסבסט","अभ्रक रेशों","Fibre di amianto","アスベスト繊維","석면 섬유","Asbestvezels","Волокна асбеста","As fibras de amianto","Asbest lifleri","#N/A"
757,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined","6813","6638",606,1947.00647,2671.763672,15.032471,"مواد الاحتكاك ومصنوعاته","Friction Material und Waren daraus","Τριβής και τεχνουργήματα","Friction material and articles thereof","Del material de fricción y sus manufacturas","Matériau de friction et ouvrages en ces matières","חומר חיכוך ופריטים ממנה","घर्षण सामग्री और उसके लेख","Guarnizioni di frizione e lavori","摩擦材料及びその製品","마찰 재료와 이로 기사","Wrijvingsmateriaal en werken daarvan","Фрикционные материалы и изделия из них","Material de atrito e suas obras","Sürtünme malzeme ve eşya","摩擦材料及其制品"
758,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials","6814","6633",606,NULL,NULL,NULL,"مقالات الميكا","Mica Artikel","Mica άρθρα","Mica articles","Mica artículos","Articles Mica","נציץ מאמרים","मीका लेख","Mica gli articoli","雲母の記事","운모 기사","Mica artikelen","Мика статьи","Artigos de mica","Mika makaleler","云母制品"
759,"Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included","6815","6633",606,1587.854614,2486.06958,15.496582,"المواد الحجرية وغيرها من المعادن","#N/A","#N/A","Stone and other mineral articles","Stone y otros artículos de minerales","Articles minérales de pierre et d'autres","#N/A","#N/A","#N/A","#N/A","석재 및 기타 미네랄 기사","Stone en andere minerale artikelen","Статьи камня и других минеральных","Minerais e outros artigos de pedra","Taş ve diğer mineral makaleler","石和其他矿物制品"
760,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths","6901","6623",606,NULL,NULL,NULL,"#N/A","Steine, Platten, Fliesen und andere keramische Waren","Τούβλα, κυβόλιθοι, πλακάκια και άλλα κεραμικά είδη","Bricks, blocks, tiles and other ceramic goods","Ladrillos, bloques, baldosas y demás piezas cerámicas","Briques, dalles, carreaux et autres pièces céramiques","לבנים, בלוקים, אריחים ומוצרי קרמיקה אחרים","ईंटें, ब्लॉक, टाइल और अन्य चीनी मिट्टी के सामान","Mattoni, lastre, piastrelle ed altri pezzi ceramici","レンガ、ブロック、タイルその他の陶磁製品","벽돌, 블록, 타일 및 기타 세라믹 제품","Stenen, tegels en andere keramische voorwerpen","Кирпичи, блоки, плитки и другие керамические изделия","Tijolos, blocos, telhas e outras peças cerâmicas","Tuğlalar, bloklar, karolar ve benzeri seramik eşyalar","砖，块，瓦及其他陶瓷制品"
761,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths","6902","6623",606,1747.533936,2522.9021,15.544678,"#N/A","#N/A","#N/A","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods","#N/A","Briques, dalles, carreaux et matériaux céramiques réfractaires de construction","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","耐火砖，块，瓦及类似耐火陶瓷建材制品"
762,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths","6903","6637",606,1438.62207,2720.859863,15.1521,"غيرها من السلع الخزفية المقاومة للحرارة","Andere feuerfeste keramische Waren","Άλλα κεραμευτικά είδη πυρίμαχα","Other refractory ceramic goods","Los demás productos cerámicos refractarios","Autres articles céramiques réfractaires","מוצרי קרמיקה אחרים עקשן","अन्य दुर्दम्य सिरेमिक माल","Altri prodotti ceramici refrattari","その他の陶磁製耐火製品","기타 내화물 세라믹 제품","Andere vuurvaste keramische voorwerpen","Прочие огнеупорные керамические изделия","Outros produtos cerâmicos refractários","Diğer ateşe dayanıklı seramik ürünler","其他耐火陶瓷制品"
763,"Ceramic building bricks, flooring blocks, support or filler tiles and the like","6904","6624",606,NULL,NULL,NULL,"طوب البناء من السيراميك","#N/A","#N/A","Ceramic building bricks","#N/A","Briques de construction en céramique","בניין לבנים קרמיקה","सिरेमिक इमारत ईंटों","Mattoni da costruzione","セラミックの建物レンガ","세라믹 건축 벽돌","Baksteen","Керамический кирпич здания","Tijolos para construção","Seramik inşaat tuğlaları","陶瓷建筑用砖"
764,"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods","6905","6624",606,NULL,NULL,NULL,"القرميد، والأواني مدخنة أو غيرها من الحلي والخزف المعماري","Dachziegel, Schornsteine ​​oder andere architektonische Keramik-Ornamente","Κεραμίδια, καμινάδα ή άλλα αρχιτεκτονικά στολίδια κεραμικά","Roofing tiles, chimney pots or other architectural ceramic ornaments","Tejas, elementos de chimenea u otros adornos de cerámica arquitectónica","Tuiles, cheminées ou d'autres ornements architecturaux en céramique","גגות רעפים, ארובות או קישוטים אחרים קרמיקה אדריכליים","छत टाइल्स, चिमनी बर्तन या अन्य वास्तु चीनी मिट्टी के गहने","Tegole, comignoli o altri ornamenti architettonici, di ceramica","瓦、煙突ポットやその他の建築セラミックの装飾品","지붕 타일, 굴뚝 냄비 또는 기타 건축 세라믹 장식품","Dakpannen, schoorstenen of andere architectonische keramische ornamenten","Черепица, дымоход горшки или другие архитектурные украшения керамических","Telhas, chaminés ou outros ornamentos arquitectónicos de cerâmica","Kiremitler, baca veya diğer mimari seramik süs eşyaları","屋顶上的瓦片，烟囱盆或其他建筑陶瓷装饰品"
765,"Ceramic pipes, conduits, guttering and pipe fittings","6906","6624",606,NULL,NULL,NULL,"السيراميك الأنابيب والقنوات، المزاريب والأنابيب والتجهيزات","Keramische Rohre, Rohrleitungen, Rinnen und Formstücke","Κεραμικές σωληνώσεις, αγωγοί, υδρορρόες και εξαρτήματα σωληνώσεων","Ceramic pipes, conduits, guttering and pipe fittings","Tuberías de cerámica, empalmes, cañerías y accesorios de tubería","Tuyaux en céramique, conduits, gouttières et accessoires de tuyauterie","צינורות חרס, תעלות, מרזבים והשתלטה אביזרי צנרת","सिरेमिक पाइप, conduits, guttering और पाइप फिटिंग","Tubi di ceramica, guaine, grondaie e raccordi","セラミックパイプ、導管、雨樋、パイプ継手","세라믹 파이프, 도관, guttering 및 파이프 피팅","Keramische buizen en goten, alsmede hulpstukken","Трубы керамические, трубопроводы изоляционные, водоотводы и фитинги труб","Tubos cerâmicos, tubagens, calhas e acessórios para tubos","Seramik borular, oluklar ve boru bağlantı parçaları","陶瓷管，导管，淌着和管件"
766,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing","6907","6624",606,1548.396973,2766.632324,15.417725,"السيراميك غير المزجج وأرضيات الأعلام بما في ذلك غير المطلي مكعبات الفسيفساء الخزفية","Unglasierte keramische Fliesen und Boden einschließlich unglasierte keramische Steinchen, Würfel","Πλακάκια κεραμικά σημαίες και επιστρώσεων όπως κεραμικά ακάλυπτοι ψηφίδες","Unglazed ceramic flags and pavers including unglazed ceramic mosaic cubes","Baldosas y losas de cerámica y adoquines, incluyendo cubos, dados cerámica, para mosaicos","Émaillés en céramique et les pavés des drapeaux, y compris non émaillés mosaïques, en céramique","דגלים קרמיקה ללא גלזורה ו pavers כולל unglazed קוביות פסיפס קרמיקה","Unglazed सिरेमिक झंडे और unglazed सिरेमिक मोज़ेक cubes सहित पेवर्स","Piastrelle e non smaltate cubetti di pavimentazione compresi mosaici di ceramica","素焼きのセラミックフラグと素焼きのセラミックのモザイクキューブを含む舗装","Unglazed 세라믹 플래그 및 unglazed 세라믹 모자이크 큐브를 포함한 pavers","Ongeglazuurde keramische vlaggen en straatstenen met ongeglazuurde keramische mozaïeken blokjes","Неглазурованные керамические флаги и брусчатки в том числе неглазурованные керамические мозаичные кубики","Ladrilhos e pavers incluindo cubos, pastilhas de cerâmica não vitrificada","Sırsız seramik bayrakları ve sırsız seramik mozaik küpler dahil döşeme","无釉陶瓷的标志和摊铺机，包括无釉陶瓷马赛克立方体"
767,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing","6908","6624",606,2457.896362,2821.03125,16.621826,"الخزف المزجج والأعلام بما في ذلك الآليات ومكعبات فسيفساء السيراميك المزجج","Glasierte keramische Fliesen und Boden einschließlich glasierte keramische Steinchen","Πλακάκια κεραμικά σημαίες και επιστρώσεων όπως κεραμικά τζάμια ψηφίδες","Glazed ceramic flags and pavers including glazed ceramic mosaic cubes","Esmaltadas banderas de cerámica y adoquines, incluyendo cubos, dados cerámica, para mosaicos","Carreaux et pavés, y compris vitrage mosaïques, en céramique","דגלים קרמיקה מזוגגים ו pavers כולל מזוגגים קוביות פסיפס קרמיקה","घुटा हुआ सेरेमिक झंडे और काचित सिरेमिक मोज़ेक cubes सहित पेवर्स","Piastrelle e pavimentazione tra cui mosaici di ceramica smaltati","陶磁製のフラグと釉薬セラミックのモザイクキューブを含む舗装","유리 세라믹 플래그 및 유리 세라믹 모자이크 큐브를 포함한 pavers","Geglazuurd, van keramische vlaggen en straatstenen met geglazuurde keramische mozaïeken blokjes","Глазированные керамические флаги и брусчатки в том числе кубики керамические глазурованные для мозаичных","Ladrilhos e pavers incluindo vidro cubos, pastilhas de cerâmica","Sırlı Seramik bayrakları ve sırlı seramik mozaik küpler dahil döşeme","釉面陶瓷标志和摊铺机，包括釉面陶瓷镶嵌立方体"
768,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods","6909","6639",606,1093.736206,2160.117676,15.314941,"الأواني الخزفية للاستخدامات المختبرية؛ أحواض السيراميك المستخدمة في الزراعة؛ الأواني الخزفية والجرار وأصناف مماثلة للتغليف البضائع","Keramische Waren zu Zwecken; keramische Tröge für die Landwirtschaft; keramische Krüge und ähnliche Waren für die Verpackung von Waren","Κεραμικά είδη για εργαστηριακή χρήση? Κεραμικά γούρνες που χρησιμοποιούνται στη γεωργία? Κεραμικά αγγεία, πιθάρια και παρόμοια είδη για τη συσκευασία αγαθών","Ceramic wares for laboratory uses; ceramic troughs used in agriculture; ceramic pots, jars and similar articles for packing of goods","Artículos de cerámica para usos de laboratorio; valles de cerámica utilizados en la agricultura; vasijas de cerámica, frascos y artículos similares para el embalaje de las mercancías","Liaison avec les marchandises en céramique pour des utilisations en laboratoire; creux en céramique utilisés dans l'agriculture; pots en céramique, pots et articles similaires pour l'emballage des marchandises","כלי קרמיקה לשימושים מעבדה, שקתות קרמיקה המשמשים בחקלאות, סירי חרס, קנקנים ופריטים דומים לאריזת טובין","प्रयोगशाला का उपयोग करता है के लिए सिरेमिक माल, चीनी मिट्टी troughs के कृषि क्षेत्र में इस्तेमाल किया, चीनी मिट्टी के बर्तन, जार और माल की पैकिंग के लिए इसी तरह के लेख","Apparecchi ed articoli per usi di laboratorio; trogoli utilizzati in agricoltura; vasi di ceramica, vasi e oggetti simili per l'imballaggio delle merci","実験室での用途のための陶磁器、農業で使用されるセラミック谷、セラミックポット、ジャーその他これらに類する物品の包装用","실험실 용도 도자기, 농업에 사용되는 세라믹 골짜기, 도자기 화분, 항아리 및 제품의 포장을위한 유사한 기사","Apparaten en artikelen voor laboratoria; keramiek bakken gebruikt in de landbouw, kruiken en dergelijke artikelen voor het verpakken van goederen","#N/A","#N/A","#N/A","#N/A"
769,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures","6910","8122",606,2482.66272,2385.431396,15.626221,"السيراميك المصارف","Keramikspülen","Νεροχύτες","Ceramic sinks","Fregaderos","Éviers","קרמיקה כיורים","सिरेमिक सिंक","Acquai","セラミックシンク","세라믹 싱크","Gootstenen","Керамические мойки","Pias","Seramik lavabolar","陶瓷水槽"
770,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china","6911","6664",606,2074.595825,2058.109009,15.419678,"الخزف أو الصين، أدوات منزلية أو غيرها من أدوات المائدة","Aus Porzellan oder sonstigem Hausrat","Επιτραπέζια σκεύη από πορσελάνη ή άλλα είδη οικιακής χρήσης","Porcelain or china tableware or other household articles","Vajilla de porcelana o artículos para el hogar o de otro tipo","Articles en porcelaine ménagers vaisselle ou d'autres","פורצלן או סין ביתיים מאמרים שולחן או אחר","चीनी मिट्टी के बरतन या चीन रकाबियों चमचों इत्यादि का सेट या अन्य घरेलू सामान","Articoli per la casa di porcellana per la tavola o altro","磁器か陶磁器の食器やその他の家庭用品","도자기 또는 중국 식기 또는 기타 가정용 기사","Van porselein servies of andere huishoudelijke artikelen","Фарфора посуда и другие предметы домашнего обихода","Porcelana talheres ou outros artigos de uso doméstico","Porselen veya çiniden sofra ve diğer ev eşyası","瓷器或瓷器餐具或其他家用物品"
771,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china:","6912","6665",606,2082.27417,2098.981934,15.169434,"السيراميك، أدوات منزلية أو غيرها من أدوات المائدة","Keramisches Geschirr oder sonstigem Hausrat","Κεραμικά επιτραπέζια σκεύη ή άλλα είδη οικιακής χρήσης","Ceramic tableware or other household articles","Vajillas de cerámica o de otro artículos para el hogar","Céramique articles ménagers ou d'autres arts de la table","קרמיקה בית מאמרים שולחן או אחר","सिरेमिक रकाबियों चमचों इत्यादि का सेट या अन्य घरेलू सामान","Articoli per la casa in ceramica per la tavola o di altro tipo","セラミック食器やその他の家庭用品","세라믹 식기 또는 기타 가정용 기사","Vaatwerk en andere huishoudelijke artikelen","Керамическая посуда и другие предметы домашнего обихода","Cerâmica talheres ou outros artigos de uso doméstico","Seramikten sofra ve diğer ev eşyası","陶瓷餐具或其他家用物品"
772,"Statuettes and other ornamental ceramic articles","6913","6666",606,2027.970947,1992.175171,15.100342,"تماثيل صغيرة وغيرها من المواد الخزفية الزينة","Statuetten und andere keramische Ziergegenstände","Αγαλματίδια και άλλα διακοσμητικά κεραμικά είδη","Statuettes and other ornamental ceramic articles","Estatuillas y demás artículos para adorno,","Statuettes et autres objets d'ornementation en céramique","פסלוני קרמיקה ועוד מאמרים נוי","Statuettes और अन्य सजावटी सिरेमिक लेख","Statuette ed altri oggetti d'ornamento, di ceramica","小像その他の装飾品セラミック記事","Statuettes 및 기타 장식용 도자기 관련 기사","Beeldjes en andere versieringsvoorwerpen, van keramische artikelen","Статуэтки и прочие декоративные изделия из керамики","Estatuetas e outros objetos de ornamentação, de cerâmica","Heykelcikler ve diğer süs eşyaları, seramikten","塑像及其他装饰用陶瓷制品"
773,"Other ceramic articles","6914","6639",606,2490.35083,2861.914307,15.028809,"السيراميك مواد أخرى","Andere keramische Waren","Άλλα τεχνουργήματα από κεραμευτική ύλη","Other ceramic articles","Otros artículos de cerámica","Autres ouvrages en céramique","מאמרים קרמיקה אחרים","अन्य सिरेमिक लेख","Altri lavori di ceramica","その他のセラミック記事","기타 세라믹 기사","Andere werken van keramische stoffen","Прочие керамические изделия","Outras obras de cerâmica","Diğer seramik eşyalar","其他陶瓷制品"
774,"Cullet and other waste and scrap of glass; glass in the mass:","7001","6641",606,NULL,NULL,NULL,"Cullet وغيرها من قصاصات من زجاج","Bruchglas und andere Abfälle aus Glas","Υαλοθραύσματα και άλλα απορρίμματα γυαλιού","Cullet and other scraps of glass","Restos de vidrios rotos y otros de vidrio","Restes de calcin et d'autres de verre","שאריות Cullet אחרים של זכוכית","कांच के शीशे का बेकार टुकड़ा और अन्य स्क्रैप","Scarti di vetreria ed altri di vetro","ガラスカレットおよびその他のスクラップ","유리 Cullet 및 다른 스크랩","Glasscherven en andere stukjes glas","Стеклобой и другие отходы стекла","Casco e outros pedaços de vidro","Cam kırıntıları ve diğer artıkları","碎玻璃和其他碎片"
775,"Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked","7002","6641",606,1214.067017,2230.453369,15.081055,"زجاج الكرات","Glaskugeln","Γυαλί σε σφαιρίδια","Glass balls","Bolas de cristal","Les billes de verre","כדורי זכוכית","कांच गेंदों","Palle di vetro","ガラス玉","유리 공","Glazen bollen","Стеклянные шары","Esferas de vidro","Cam bilyalar","玻璃球"
776,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","7003","6645",606,NULL,NULL,NULL,"زجاج، ويلقي أو إرجاع","Glas, gegossen oder gewalzt","Γυαλί, χυτό","Glass, cast or rolled","De vidrio, fundición o laminados","Verre, moulé ou laminé",", זכוכית יצוקה או מגולגל","ग्लास डाली, या लुढ़का","Vetro, ghisa o arrotolata","ガラス、鋳物やロール","유리, 주물 또는 롤백","Glas, gegoten of gewalst","Стекла, литые или перекатываться","Vidro vazado, ou laminados","Cam, dökme ya da kıvrılmış","玻璃，铸铁或回滚"
777,"Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","7004","6643",606,1408.305176,2477.240234,15.182861,"الزجاج، وتعادل أو تفجير","Glas, gezogen oder geblasen","Γυαλί, όλκιμο ή φυσητό","Glass, drawn or blown","De vidrio, estirado o soplado","Verre, étiré ou soufflé",", זכוכית מנופחת או נמשך","ग्लास तैयार है, या उड़ा","Vetro, tirato o soffiato","ガラス、描画されるか、吹き飛ばさ","유리, 그린이나 날려","#N/A","#N/A","#N/A","#N/A","#N/A"
778,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","7005","6644",606,2168.078125,2173.789551,15.84375,"تعويم الزجاج","Floatglas","Γυαλί επιπλεύσεως","Float glass","El vidrio flotado","Le verre flotté","לצוף זכוכית","गिलास फ्लोट","Vetro float","ガラスをフロート","유리는 역부족","Floatglas","Флоат-стекло","O vidro float","Cam Float","浮法玻璃"
779,"Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enameled or otherwise worked, but not framed or fitted with other materials:","7006","6649",606,1229.453735,2710.156006,15.154541,"#N/A","Glas mit Rand Funktionsweise oder verbogen","Γυαλί με λειτουργία άκρη ή λυγισμένο","Glass with edge workings or bent","De vidrio con el funcionamiento de borde o dobladas","Verre avec des chantiers de bord ou pliées","זכוכית עם הפעולה EDGE או מכופפים","बढ़त कामकाज या झुकाव के साथ ग्लास","Vetro con lavorazioni di bordo o piegati","エッジの働きや曲がりを有するガラス","에지 동작이나 구부러진와 유리","Glas met rand werking of gebogen","Стекло с краю работу или изогнутые","Vidro com funcionamento de borda ou dobrados","Kenarı çalışmaları veya bükülmüş cam","玻璃边缘运作或弯曲"
780,"Safety glass, consisting of toughened (tempered) or laminated glass","7007","6647",606,1831.555481,2270.194336,16.24353,"سلامة الزجاج","Sicherheitsglas","Γυαλί ασφάλειας","Safety glass","Vidrio de seguridad","Verre sécurit","זכוכית מגן","न टूटनेवाला शीशा","Vetro di sicurezza","安全ガラス","안전 유리","Veiligheidsglas","Небьющееся стекло","Vidro de segurança","Emniyet camları","安全玻璃"
781,"Multiple-walled insulating units of glass","7008","6649",606,1911.839539,2469.768066,15.036743,"متعددة الجدران الزجاج العازل","Mehrschichtige Isolierverglasungen Glas","Πολλαπλές τοιχώματα μονωτικού γυαλιού","Multiple-walled insulating glass","Múltiples paredes de vidrio aislante","À parois multiples de verre isolant","מספר קירות זכוכית בידוד","एकाधिक दीवारों इन्सुलेट गिलास","Multiple-vetri isolanti a pareti","複数の壁断熱ガラス","여러 벽의 단열 유리","Multiple-ommuurde isolerend glas","Многослойные изолирующие стекла","De paredes múltiplas vidro isolante","Çok katlı yalıtım camı","多壁中空玻璃"
782,"Glass mirrors, whether or not framed, including rear-view mirrors","7009","6648",606,1722.264832,2523.227295,15.473267,"زجاج المرايا","Spiegel aus Glas","Καθρέφτες από γυαλί","Glass mirrors","Espejos de vidrio","Miroirs en verre","זכוכית, מראות","ग्लास दर्पण","Specchi di vetro","ガラス鏡","유리 거울","Spiegels van glas","Стекло зеркала","Espelhos de vidro","Cam aynalar","玻璃镜"
783,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass","7010","6658",606,2375.203369,2421.463623,16.061523,"قوارير الزجاج والزجاجات والقوارير والجرار والأواني أو غيرها من الحاويات","Glasballons, Flaschen, Flakons, Krüge, Töpfe oder andere Behälter","Γυάλινες φιάλες από γυαλί, μπουκάλια, φιάλες, βάζα, γλάστρες ή άλλα δοχεία","Glass carboys, bottles, flasks, jars, pots or other containers","Garrafones de vidrio, botellas, frascos, tarros, envases u otros recipientes","Bonbonnes en verre, bouteilles, flacons, bocaux, pots ou autres récipients","Carboys זכוכית, בקבוקים, צלוחיות, צנצנות, סירים או מיכלים אחרים","ग्लास carboys, बोतलें, बोतल, जार, बर्तन या अन्य कंटेनरों","Bottiglioni di vetro, bottiglie, flaconi, barattoli, vasi o altri contenitori","ガラス製の瓶、フラスコ、ジャー、ポットまたは他の容器","유리 carboys, 병, flasks, 항아리, 냄비 또는 기타 용기","Glazen Flessen, flacons, bokalen, potten of andere containers","Стеклянные бутыли, бутылки, флаконы, банки, кастрюли и другие емкости","Garrafões de vidro, garrafas, frascos, boiões, vasos ou outros recipientes","Cam damacanalar, şişeler, mataralar, kavanozlar, kaplar veya diğer kapları","玻璃制大瓶，瓶，罐，盆或其他容器"
784,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like","7011","6649",606,NULL,NULL,NULL,"#N/A","#N/A","#N/A","Glass envelopes","#N/A","Enveloppes de verre","#N/A","#N/A","#N/A","#N/A","유리 봉투","Omhulling van glas","Баллоны стеклянные","Envelopes de vidro","Cam zarflar","玻璃信封"
785,"Glass inners for vacuum flasks, other vacuum vessels","7012","6651",606,NULL,NULL,NULL,"#N/A","#N/A","#N/A","Glass used for vaccuum flasks","#N/A","Le verre utilisé pour les flacons Vaccuum","#N/A","#N/A","#N/A","#N/A","#N/A","Glas dat wordt gebruikt voor het vaccuum kolven","Стеклянные колбы для вакуумного","Frascos de vidro utilizados para vaccuum","Vakum şişeler için kullanılan cam","vaccuum瓶用玻璃"
786,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)","7013","6652",606,2088.849121,2138.812256,16.072266,"الأواني الزجاجية للاستخدام الزخرفية الداخلية","Gläser für die dekorative Verwendung","Γυάλινων ειδών για εσωτερική διακοσμητική χρήση","Glassware for interior decorative use","El material de vidrio para uso decorativo de interiores","Verrerie pour usage décoratif d'intérieur","כלי זכוכית לשימוש דקורטיבי הפנים","आंतरिक सजावटी उपयोग के लिए कांच के बने पदार्थ","Vetro per uso decorativo interno","インテリア装飾用ガラス製品","인테리어 장식 사용을 위해 유리","Glaswerk voor binnen decoratief gebruik","Стекло для внутреннего использования декоративных","Vidraria para uso decorativo interior","Iç dekorasyon kullanım için Zücaciye","室内装饰用的玻璃器具"
787,"Signaling glassware and optical elements of glass (other than those of heading 7015), not optically worked:","7014","8124",606,NULL,NULL,NULL,"مما يشير الى زجاجيات","Glaswaren für Signalvorrichtungen","Γυάλινα είδη σηματοδότησης","Signaling glassware","Vidrio para señalización","La verrerie de signalisation","איתות זכוכית","संकेतन कांच के बने पदार्थ","Vetrerie per segnalazione","シグナリングガラス製品","신호 유리","Signalering glaswerk","Сигнализация посуды","De vidro para sinalização","Sinyal cam","信号玻璃器皿"
